Users_Followers,Post_Length,Number of Mentions (@),Number of Hashtags (#),# of Favorites,# of Boosts,Post Time,Post has Media
756,1102,1,0,0,0,2024-11-20 21:22:44.487000+00:00,0
1208,86,1,0,0,0,2024-11-20 21:22:27+00:00,0
1237,442,2,0,0,0,2024-11-20 21:22:39+00:00,0
100,194,1,0,0,0,2024-11-20 21:22:39+00:00,0
933,521,0,12,0,1,2024-11-20 21:22:39+00:00,0
466,147,0,0,0,0,2024-11-20 21:22:38.515000+00:00,0
462,89,0,1,0,0,2024-11-20 21:22:34+00:00,0
136,161,0,0,0,0,2024-11-20 21:22:35+00:00,0
339,4,0,0,0,0,2024-11-20 21:22:34.608000+00:00,0
87,124,2,0,0,0,2024-11-20 21:22:34+00:00,0
260,393,0,10,0,0,2024-11-20 21:22:30+00:00,0
1684,112,2,0,0,0,2024-11-20 21:22:22+00:00,0
533,51,0,0,0,0,2024-11-20 21:22:31+00:00,1
444,99,2,0,0,0,2024-11-20 21:22:31+00:00,0
386,52,1,0,0,0,2024-11-20 21:22:26+00:00,0
389,101,0,0,0,0,2024-11-20 21:22:24+00:00,0
40,77,1,0,0,0,2024-11-20 21:22:13+00:00,0
5291,345,0,0,0,1,2024-11-20 21:22:17+00:00,0
33,74,1,0,0,0,2024-11-20 21:22:20+00:00,0
72,123,1,0,0,0,2024-11-20 21:22:18+00:00,0
97,524,1,0,0,0,2024-11-20 21:22:17+00:00,0
3368,220,0,0,0,0,2024-11-20 21:22:13+00:00,1
1,131,0,0,0,0,2024-11-20 21:21:11.723000+00:00,0
0,178,1,1,0,0,2024-11-20 21:22:15+00:00,0
3423,347,0,0,0,0,2024-11-20 21:22:14+00:00,0
5115,39,1,0,0,0,2024-11-20 21:22:05+00:00,0
1253,177,0,4,0,0,2024-11-20 21:22:12+00:00,1
1494,314,0,2,0,0,2024-11-20 21:22:06+00:00,0
308,319,2,0,0,0,2024-11-20 21:21:36+00:00,0
126,403,0,15,0,0,2024-11-20 21:22:03+00:00,1
526,169,1,0,0,0,2024-11-20 21:21:52+00:00,0
63090,172,0,0,0,0,2024-11-20 21:22:02+00:00,0
683,277,0,0,0,0,2024-11-20 21:22:08+00:00,1
426,120,1,0,0,0,2024-11-20 21:22:02+00:00,0
791,251,1,0,0,0,2024-11-20 21:22:08+00:00,0
339,326,3,0,0,0,2024-11-20 21:22:06.810000+00:00,0
294,312,1,0,0,0,2024-11-20 21:22:08+00:00,0
714,311,0,0,0,0,2024-11-20 21:22:07+00:00,0
179,130,1,0,0,0,2024-11-20 21:14:44+00:00,0
201,37,1,0,0,0,2024-11-20 21:27:44+00:00,0
15,45,1,0,0,0,2024-11-20 21:27:42+00:00,0
271,95,0,0,0,0,2024-11-20 21:27:42.432000+00:00,0
6,352,0,3,0,1,2024-11-20 21:27:43+00:00,0
93,155,0,0,0,0,2024-11-20 21:27:41+00:00,1
341,235,1,0,0,0,2024-11-20 21:27:36+00:00,0
3767,197,1,3,0,0,2024-11-20 21:27:39+00:00,0
3705,122,1,0,0,0,2024-11-20 21:27:35+00:00,0
31,28,1,0,0,0,2024-11-20 21:27:31+00:00,0
136,105,0,0,0,0,2024-11-20 21:27:35+00:00,0
142,74,1,0,0,0,2024-11-20 21:27:30+00:00,0
214,22,1,0,0,0,2024-11-20 21:27:34+00:00,0
37,94,1,0,0,0,2024-11-20 21:27:25+00:00,0
3009,488,0,13,0,0,2024-11-20 21:27:28+00:00,0
153,249,0,30,0,1,2024-11-20 21:27:33+00:00,1
384,56,1,0,0,0,2024-11-20 21:27:16+00:00,0
740,18,1,0,0,0,2024-11-20 21:27:27+00:00,0
1245,5,0,0,0,0,2024-11-20 21:27:28+00:00,1
312,33,1,1,0,0,2024-11-20 21:27:30.585000+00:00,0
126,220,2,0,0,0,2024-11-20 21:26:32+00:00,0
260,22,0,0,0,0,2024-11-20 21:25:29+00:00,0
167,75,1,0,0,0,2024-11-20 21:27:28+00:00,0
428,48,0,0,0,0,2024-11-20 21:27:28+00:00,0
463,449,1,0,0,0,2024-11-20 21:27:20+00:00,0
0,103,1,0,0,0,2024-11-20 21:27:20+00:00,0
190,118,1,0,0,0,2024-11-20 21:27:26+00:00,0
638,219,2,0,0,0,2024-11-20 21:27:25+00:00,0
823,64,0,1,0,0,2024-11-20 21:27:23+00:00,0
743,239,0,0,0,0,2024-11-20 21:27:22+00:00,0
80,59,0,0,0,0,2024-11-20 21:27:19.084000+00:00,0
50,406,1,0,0,0,2024-11-20 21:27:19+00:00,0
1208,126,1,0,0,0,2024-11-20 21:27:14+00:00,0
114,63,1,0,0,0,2024-11-20 21:27:19+00:00,0
11,90,1,0,0,0,2024-11-20 21:27:17+00:00,0
134,24,1,0,0,0,2024-11-20 21:27:17+00:00,0
428,46,0,0,0,0,2024-11-20 21:27:14+00:00,1
0,157,0,10,0,1,2024-11-20 21:27:12.387000+00:00,1
55,192,0,3,0,0,2024-11-20 21:27:10+00:00,1
3542,119,0,4,0,0,2024-11-20 21:27:08+00:00,1
2063,43,0,0,0,0,2024-11-20 21:33:14+00:00,0
1131,66,0,0,0,0,2024-11-20 21:33:12.142000+00:00,0
102,78,1,0,0,0,2024-11-20 21:33:07+00:00,0
799,45,0,0,0,0,2024-11-20 21:33:07+00:00,1
55,217,0,3,0,0,2024-11-20 21:33:06+00:00,1
270,257,1,0,0,0,2024-11-20 21:33:03+00:00,0
2953,25,1,0,0,0,2024-11-20 21:33:03+00:00,0
13209,24,0,0,0,0,2024-11-20 21:33:02+00:00,1
312,41,1,0,0,0,2024-11-20 21:33:04.452000+00:00,0
131,150,0,0,0,0,2024-11-20 21:33:03.499000+00:00,0
489,376,0,1,0,0,2024-11-20 21:33:03+00:00,0
0,237,1,0,0,0,2024-11-20 21:33:00+00:00,0
22532,496,4,0,0,0,2024-11-20 21:32:58+00:00,1
337,25,2,0,0,0,2024-11-20 21:32:59+00:00,0
1833,47,1,0,0,0,2024-11-20 21:32:57+00:00,0
376,71,2,0,0,0,2024-11-20 21:32:57+00:00,0
7210,25,1,0,0,0,2024-11-20 21:32:54+00:00,0
440,13,1,0,0,0,2024-11-20 21:32:52+00:00,0
212,106,0,0,0,0,2024-11-20 21:32:50+00:00,0
1148,146,0,0,0,0,2024-11-20 21:32:50+00:00,0
107,128,0,0,0,0,2024-11-20 21:32:50+00:00,0
558,95,0,1,0,0,2024-11-20 21:32:48+00:00,0
12334,345,0,0,0,0,2024-11-20 21:32:46+00:00,0
721,65,1,0,0,0,2024-11-20 21:32:44+00:00,0
1062,58,0,0,0,0,2024-11-20 21:32:42+00:00,0
42,198,1,0,0,0,2024-11-20 21:32:41+00:00,0
494,10,1,0,0,0,2024-11-20 21:32:43+00:00,1
2312,101,0,0,0,0,2024-11-20 21:32:39+00:00,0
2953,56,1,0,0,0,2024-11-20 21:32:39+00:00,0
668,38,1,0,0,0,2024-11-20 19:37:11+00:00,0
2,29,1,0,0,0,2024-11-20 21:32:40+00:00,0
69,42,0,1,0,0,2024-11-20 21:32:39+00:00,0
312,119,0,0,0,0,2024-11-20 21:32:38.545000+00:00,0
457,148,1,0,0,0,2024-11-20 21:32:38+00:00,0
71,47,1,0,0,0,2024-11-20 21:32:38+00:00,0
264,69,1,0,0,0,2024-11-20 21:32:34+00:00,0
94640,298,1,0,0,0,2024-11-20 20:58:20+00:00,0
3,22,1,0,0,0,2024-11-20 21:32:31+00:00,0
418,113,0,0,0,0,2024-11-20 21:32:33+00:00,0
1497,97,2,0,0,0,2024-11-20 21:32:29+00:00,0
219,57,0,1,0,0,2024-11-20 21:38:13+00:00,0
59,0,0,0,0,0,2024-11-20 21:38:10+00:00,1
641,329,0,0,0,0,2024-11-20 21:38:08+00:00,0
136986,253,1,0,0,0,2024-11-20 21:35:26+00:00,0
143,50,1,0,0,0,2024-11-20 21:38:08+00:00,0
57,190,2,0,0,0,2024-11-20 21:38:07+00:00,0
0,112,1,0,0,0,2024-11-20 21:38:06+00:00,0
22,89,0,0,0,0,2024-11-20 21:38:07+00:00,0
43,19,1,0,0,0,2024-11-20 21:37:57+00:00,0
457,119,1,0,0,0,2024-11-20 21:38:00+00:00,0
324,45,1,0,0,0,2024-11-20 21:37:58+00:00,0
3,44,1,0,0,0,2024-11-20 21:37:56+00:00,0
1133,129,2,0,0,0,2024-11-20 21:37:44+00:00,0
1309,171,0,0,0,0,2024-11-20 21:37:45+00:00,0
2783,24,1,0,0,0,2024-11-20 21:37:51+00:00,0
1808,334,1,0,0,0,2024-11-20 21:37:49+00:00,0
519,84,2,0,0,0,2024-11-20 21:37:48+00:00,0
286,4,1,0,0,0,2024-11-20 21:37:46+00:00,1
1490,58,1,0,0,0,2024-11-20 21:37:48+00:00,0
210,119,0,0,0,0,2024-11-20 21:37:45+00:00,0
1569,93,0,3,0,0,2024-11-20 21:37:41+00:00,0
391,278,1,0,0,0,2024-11-20 21:37:39+00:00,0
1477,51,0,0,0,0,2024-11-20 21:37:39+00:00,0
297,31,1,0,0,0,2024-11-20 21:37:34+00:00,0
2716,77,1,0,0,0,2024-11-20 21:37:32+00:00,0
3017,234,0,2,0,0,2024-11-20 21:37:32+00:00,0
5265,338,0,2,0,0,2024-11-20 21:37:32+00:00,0
47,28,1,0,0,0,2024-11-20 21:37:29+00:00,0
120,32,0,0,0,0,2024-11-20 21:37:29+00:00,1
1534,156,0,7,0,0,2024-11-20 21:37:25+00:00,1
363,71,2,0,0,0,2024-11-18 18:20:06+00:00,0
179,35,1,0,0,0,2024-11-20 21:36:33+00:00,0
40545,12,1,0,0,0,2024-11-20 21:37:24+00:00,1
3469,136,0,0,0,0,2024-11-20 21:37:25+00:00,0
1623,446,0,6,0,2,2024-11-20 21:37:20+00:00,0
264,76,1,0,0,0,2024-11-20 21:37:20+00:00,0
853,26,0,0,0,0,2024-11-20 21:37:21+00:00,0
227,153,2,0,0,0,2024-11-20 21:37:13+00:00,0
1842,267,2,0,0,0,2024-11-20 21:37:16+00:00,0
463,48,1,0,0,0,2024-11-20 21:37:16+00:00,0
469,63,1,0,0,0,2024-11-20 21:42:58+00:00,0
284,69,1,0,0,0,2024-11-20 21:43:08+00:00,0
213,57,0,1,0,0,2024-11-20 21:43:08.238000+00:00,0
321,295,0,5,0,0,2024-11-20 21:42:54+00:00,0
453,243,1,0,0,0,2024-11-20 21:42:54+00:00,0
55,435,0,11,0,0,2024-11-20 21:43:05+00:00,1
193,61,1,0,0,0,2024-11-20 21:43:04+00:00,0
2680,240,0,0,0,0,2024-11-20 21:43:01+00:00,0
698,36,2,0,0,0,2024-11-20 21:43:00+00:00,0
120,217,2,0,0,0,2024-11-20 21:43:01+00:00,0
487,43,0,0,0,0,2024-11-20 21:42:59+00:00,0
809,188,0,0,0,0,2024-11-20 21:42:57+00:00,0
371,119,1,0,0,0,2024-11-20 21:42:53+00:00,0
105,35,1,0,0,0,2024-11-20 21:42:46+00:00,0
1116,396,1,2,0,1,2024-11-20 21:42:46.969000+00:00,0
4539,73,1,0,0,0,2024-11-20 21:42:45+00:00,0
1746,1569,0,1,0,0,2024-11-20 21:42:48+00:00,1
1006,342,1,0,0,0,2024-11-20 21:42:44+00:00,0
391,130,1,0,0,0,2024-11-20 21:42:46+00:00,0
491,36,1,0,0,0,2024-11-20 21:42:44+00:00,0
1274,110,0,0,0,0,2024-11-20 21:42:43+00:00,0
476,152,1,0,0,0,2024-11-20 21:42:43+00:00,0
740,86,1,0,0,0,2024-11-20 21:42:41+00:00,0
728,59,1,0,0,0,2024-11-20 21:42:40+00:00,0
1068,28,0,0,0,0,2024-11-20 21:42:39+00:00,1
403,65,1,0,0,0,2024-11-20 21:42:35+00:00,0
47,494,0,11,0,2,2024-11-20 21:42:35+00:00,0
258,272,0,3,0,0,2024-11-20 21:42:33+00:00,0
538,141,0,0,0,0,2024-11-20 21:42:33+00:00,0
239,36,1,0,0,0,2024-11-20 21:42:32+00:00,0
751,117,1,0,0,0,2024-11-20 21:42:31+00:00,0
2092,33,0,0,0,0,2024-11-20 21:42:27+00:00,0
60,18,1,0,0,0,2024-11-20 21:42:28+00:00,0
391,121,0,6,0,3,2024-11-20 21:42:26+00:00,0
248,59,0,0,0,0,2024-11-20 21:42:21+00:00,0
3152,12,1,0,0,0,2024-11-20 21:42:20+00:00,0
469,48,1,0,0,0,2024-11-20 21:42:21+00:00,0
3017,144,0,0,0,0,2024-11-20 21:42:19+00:00,0
233,108,1,0,0,0,2024-11-20 21:42:19+00:00,0
907,262,0,2,0,0,2024-11-20 21:42:16+00:00,0
1868,0,0,0,0,0,2024-11-20 21:48:11.841000+00:00,1
22532,471,3,0,0,0,2024-11-20 21:48:13+00:00,0
46,82,1,0,0,0,2024-11-20 21:48:14+00:00,0
375,27,0,0,0,0,2024-11-20 21:48:13+00:00,0
1253,117,0,2,0,0,2024-11-20 21:48:10+00:00,1
5658,58,0,0,0,0,2024-11-20 21:48:06+00:00,0
67,30,1,0,0,0,2024-11-20 21:48:10+00:00,0
1186,247,1,0,0,0,2024-11-20 21:48:10+00:00,0
88,996,0,0,0,0,2024-11-20 21:48:11+00:00,0
165,630,0,3,0,0,2024-11-20 21:48:10+00:00,0
6869,22,1,0,0,0,2024-11-20 21:48:07+00:00,0
6606,720,1,4,0,0,2024-11-20 21:48:03+00:00,0
810,269,0,28,0,0,2024-11-20 21:48:02.365000+00:00,1
580,19,0,0,0,0,2024-11-20 21:48:05.315000+00:00,1
1624,37,1,0,0,0,2024-11-20 21:48:07+00:00,0
9834,251,0,0,0,0,2024-11-20 21:48:04+00:00,0
55,168,0,2,0,0,2024-11-20 21:48:06+00:00,1
262,195,1,0,0,0,2024-11-20 21:48:00+00:00,0
343,30,1,0,0,0,2024-11-20 21:47:57+00:00,0
56,48,1,0,0,0,2024-11-20 21:48:06+00:00,0
498,143,1,0,0,0,2024-11-20 21:48:05+00:00,0
2425,281,0,0,0,0,2024-11-20 21:47:48+00:00,0
102,43,0,0,0,0,2024-11-20 21:48:04+00:00,0
141,551,0,0,0,0,2024-11-20 21:48:04+00:00,0
254,123,0,11,0,0,2024-11-20 21:48:02.364000+00:00,1
166,417,1,0,0,0,2024-11-20 21:42:32+00:00,0
56,252,0,3,0,1,2024-11-20 21:48:03+00:00,1
1003,64,1,0,0,0,2024-11-20 21:47:53+00:00,0
193,65,1,0,0,0,2024-11-20 19:23:42+00:00,0
9,102,3,0,0,0,2024-11-20 19:14:31+00:00,0
1178,94,1,0,0,0,2024-11-20 21:47:53+00:00,0
160893,236,1,0,0,0,2024-11-20 20:59:08+00:00,0
4845,58,2,0,0,0,2024-11-20 21:47:52+00:00,0
142,46,1,0,0,0,2024-11-20 21:47:44+00:00,0
42,230,1,0,0,0,2024-11-20 21:47:16+00:00,0
2506,225,1,0,0,0,2024-11-20 21:47:50+00:00,0
146,106,1,0,0,0,2024-11-20 21:47:49.189000+00:00,0
1068,25,1,0,0,0,2024-11-20 21:47:47+00:00,0
136,82,1,0,0,0,2024-11-20 21:47:48+00:00,0
1477,67,0,0,0,0,2024-11-20 21:47:46+00:00,0
3368,193,0,0,0,0,2024-11-20 21:53:13+00:00,1
169,31,1,0,0,0,2024-11-20 21:53:10+00:00,0
504,243,0,5,0,1,2024-11-20 21:53:13+00:00,0
3368,194,0,0,0,0,2024-11-20 21:53:11+00:00,1
1253,365,0,5,0,0,2024-11-20 21:53:09+00:00,1
57774,228,1,0,0,0,2024-11-20 14:24:17+00:00,0
29201,370,0,0,0,0,2024-11-20 21:53:10+00:00,1
126,57,0,0,0,0,2024-11-20 21:53:08+00:00,1
124,284,0,0,0,0,2024-11-20 21:53:10+00:00,0
21,197,1,0,0,0,2024-11-20 21:53:09+00:00,0
244981,216,1,0,0,0,2024-11-20 21:30:00+00:00,0
365,405,2,0,0,0,2024-11-20 21:53:10+00:00,0
95,76,1,0,0,0,2024-11-20 21:53:08+00:00,0
464,205,3,0,0,0,2024-11-20 21:53:06+00:00,0
15,203,0,4,0,1,2024-11-20 21:53:08+00:00,0
55,126,0,2,0,0,2024-11-20 21:53:07+00:00,0
296,418,1,0,0,0,2024-11-20 21:53:05+00:00,0
729,170,1,0,0,0,2024-11-20 21:53:02+00:00,0
1299,13,0,1,0,0,2024-11-20 21:53:02+00:00,1
342,385,1,0,0,0,2024-11-20 21:53:01+00:00,0
385,55,0,2,0,0,2024-11-20 21:53:01+00:00,1
469,44,1,0,0,0,2024-11-20 21:52:59+00:00,0
1999,70,0,0,0,1,2024-11-20 21:52:57+00:00,1
1148,191,2,0,0,0,2024-11-20 21:52:56+00:00,0
1235,456,2,0,0,0,2024-11-20 21:52:54+00:00,0
263,435,1,0,0,0,2024-11-20 21:52:54+00:00,0
244981,211,1,0,0,0,2024-11-20 21:26:00+00:00,0
445,228,0,9,0,1,2024-11-20 21:52:54+00:00,0
5272,22,1,0,0,0,2024-11-20 21:52:46+00:00,0
1798,30,1,0,0,0,2024-11-20 21:52:52+00:00,0
65,639,0,12,0,0,2024-11-20 21:52:49+00:00,0
593,27,1,0,0,0,2024-11-20 21:52:46+00:00,0
95,439,2,0,0,0,2024-11-20 21:52:29+00:00,0
792,316,1,0,0,0,2024-11-20 21:52:47+00:00,0
638,221,2,0,0,0,2024-11-20 21:52:47+00:00,0
50,92,1,0,0,0,2024-11-20 21:52:46+00:00,0
1111,23,1,0,0,0,2024-11-20 21:52:41+00:00,1
89,43,0,0,0,0,2024-11-20 21:52:43+00:00,0
244981,226,1,0,0,0,2024-11-20 20:52:00+00:00,0
8345,218,4,0,0,0,2024-11-20 21:52:39+00:00,0
511,276,0,0,0,0,2024-11-20 21:58:13+00:00,0
603,243,1,0,0,0,2024-11-20 21:58:11+00:00,0
1253,128,0,2,0,0,2024-11-20 21:58:09+00:00,1
670,131,1,0,0,0,2024-11-20 21:58:13+00:00,0
7156,305,0,0,0,0,2024-11-20 21:58:09+00:00,0
244981,272,1,0,0,0,2024-11-20 20:50:00+00:00,0
2793,35,1,0,0,0,2024-11-20 21:58:09+00:00,0
141,543,0,0,0,0,2024-11-20 21:58:09+00:00,0
240,24,1,0,0,0,2024-11-20 21:58:05+00:00,0
55,102,0,4,0,0,2024-11-20 21:58:07+00:00,1
21590,195,0,0,0,0,2024-11-20 21:58:05+00:00,0
13,102,1,0,0,0,2024-11-20 21:58:05+00:00,0
230,47,1,0,0,0,2024-11-20 21:57:38+00:00,0
2340962,231,1,0,0,1,2024-11-20 21:34:15+00:00,0
1134,284,0,0,0,0,2024-11-20 21:58:03+00:00,0
455,105,1,0,0,0,2024-11-20 21:58:01+00:00,0
85,170,0,0,0,0,2024-11-20 21:57:59+00:00,0
1703,89,1,0,0,0,2024-11-20 21:58:00+00:00,0
206,94,1,0,0,0,2024-11-20 21:57:59+00:00,0
244981,256,1,0,0,0,2024-11-20 20:37:00+00:00,0
1002,34,1,0,0,0,2024-11-20 21:57:56+00:00,0
1134,331,0,0,0,0,2024-11-20 21:57:56+00:00,0
2097,228,0,0,0,0,2024-11-20 21:57:53+00:00,0
132,98,1,0,0,0,2024-11-20 21:57:52+00:00,1
574,124,1,0,0,0,2024-11-20 21:57:47+00:00,0
148,127,2,0,0,0,2024-11-20 21:57:52+00:00,0
1362,49,1,0,0,0,2024-11-20 21:57:50+00:00,0
410,26,2,0,0,0,2024-11-20 21:57:49+00:00,0
245,334,1,0,0,0,2024-11-20 21:57:50.769000+00:00,0
2506,134,0,0,0,0,2024-11-20 21:57:48+00:00,0
3,139,1,0,0,0,2024-11-20 21:57:47+00:00,0
469,66,1,0,0,0,2024-11-20 21:57:49+00:00,0
2787,172,0,4,0,0,2024-11-20 21:57:47+00:00,0
2765,262,0,1,0,1,2024-11-20 21:57:46+00:00,0
1038,405,0,0,0,0,2024-11-20 21:57:47+00:00,0
1006,50,1,0,0,0,2024-11-20 21:57:45+00:00,0
2061,53,1,0,0,0,2024-11-20 21:57:44+00:00,0
1489,235,1,0,0,0,2024-11-20 21:57:44+00:00,0
1327,203,0,7,0,0,2024-11-20 21:57:44+00:00,1
106,54,2,0,0,0,2024-11-20 21:57:45+00:00,0
110,207,1,0,0,0,2024-11-20 22:03:12+00:00,0
1148,71,0,0,0,0,2024-11-20 22:03:15+00:00,0
114,409,0,4,0,0,2024-11-20 22:03:14+00:00,0
102,109,0,1,0,0,2024-11-20 22:03:08+00:00,0
1241,437,0,0,0,0,2024-11-20 22:03:10+00:00,0
1253,71,0,1,0,0,2024-11-20 22:03:08+00:00,1
140,365,0,0,0,0,2024-11-20 22:03:08+00:00,0
55,215,0,3,0,0,2024-11-20 22:03:05+00:00,1
1607,178,0,2,0,0,2024-11-20 22:02:56+00:00,0
2938,313,0,0,0,0,2024-11-20 22:03:01+00:00,0
1492,235,0,0,0,0,2024-11-20 22:03:01+00:00,1
418,492,1,0,0,0,2024-11-20 22:03:02+00:00,0
324,120,2,0,0,0,2024-11-20 22:02:56+00:00,0
10,291,0,1,0,1,2024-11-20 22:03:02+00:00,1
3017,51,1,0,0,0,2024-11-20 22:03:00+00:00,0
312,50,1,0,0,0,2024-11-20 22:02:52+00:00,0
156,21,1,0,0,0,2024-11-20 22:02:57+00:00,0
226,276,0,0,0,0,2024-11-20 22:02:59+00:00,0
167,165,1,0,0,0,2024-11-20 22:02:55+00:00,0
373,180,2,0,0,0,2024-11-20 22:02:19+00:00,0
694,377,0,0,0,0,2024-11-20 22:02:54+00:00,0
312,278,1,0,0,0,2024-11-20 22:02:54+00:00,0
1111,114,1,0,0,0,2024-11-20 22:02:48+00:00,0
2453,49,0,0,0,0,2024-11-20 22:02:45+00:00,0
416,29,2,0,0,0,2024-11-20 22:02:47+00:00,0
3,36,1,0,0,0,2024-11-20 22:02:42+00:00,0
8,316,1,0,0,0,2024-11-20 22:02:33+00:00,0
901,46,0,7,0,1,2024-11-20 22:02:41+00:00,1
1305,102,0,0,0,0,2024-11-20 22:02:42+00:00,0
1677,292,3,0,0,0,2024-11-20 22:02:37+00:00,0
8095,267,1,0,0,1,2024-11-20 21:02:48+00:00,0
2684,71,1,0,0,0,2024-11-20 22:02:25+00:00,0
409,174,1,0,0,0,2024-11-20 22:02:32+00:00,0
615,106,2,0,0,0,2024-11-20 22:02:36+00:00,0
1038,38,1,0,0,0,2024-11-20 22:02:35+00:00,0
598,45,1,0,0,0,2024-11-20 22:02:33+00:00,0
2848,452,1,0,0,0,2024-11-20 22:01:08+00:00,0
360,177,1,0,0,0,2024-11-20 22:02:33+00:00,0
3368,138,0,0,0,0,2024-11-20 22:02:29+00:00,1
5924,209,1,0,0,0,2024-11-20 22:02:17+00:00,0
837,197,0,1,0,0,2024-11-20 22:08:15+00:00,0
1082,82,2,0,0,0,2024-11-20 22:08:15+00:00,0
2990,58,1,0,0,0,2024-11-20 22:08:09+00:00,0
292,310,0,1,0,0,2024-11-20 22:08:12+00:00,1
1223,319,1,0,0,0,2024-11-20 22:08:09+00:00,0
3386,253,1,0,0,1,2024-11-20 21:42:16+00:00,0
1253,144,0,1,0,0,2024-11-20 22:08:08+00:00,1
6628,299,1,0,0,1,2024-11-21 00:29:50+00:00,0
553,17,0,0,0,0,2024-11-20 22:08:09+00:00,0
3368,245,0,0,0,0,2024-11-20 22:08:06+00:00,1
55,112,0,2,0,0,2024-11-20 22:08:06+00:00,1
290,170,1,0,0,0,2024-11-20 22:08:05+00:00,0
402,367,1,0,0,0,2024-11-20 22:08:05+00:00,0
46,301,2,0,0,0,2024-11-20 22:08:02+00:00,0
353,58,1,0,0,0,2024-11-20 22:08:03+00:00,0
197,76,0,1,0,0,2024-11-20 22:08:02+00:00,1
106,97,2,0,0,0,2024-11-20 22:08:01+00:00,0
2402,229,0,2,0,0,2024-11-20 22:07:53+00:00,0
4214,124,1,0,0,0,2024-11-20 22:07:56+00:00,0
897,225,0,0,0,0,2024-11-20 19:37:37+00:00,0
149,55,0,0,0,0,2024-11-20 22:07:51+00:00,0
629,397,1,0,0,0,2024-11-20 22:07:51+00:00,0
1200,153,4,0,0,0,2024-11-20 22:07:50+00:00,0
98,113,1,0,0,0,2024-11-20 22:07:50+00:00,0
170,352,1,14,0,0,2024-11-20 22:07:46+00:00,0
178,19,1,0,0,0,2024-11-20 22:07:46+00:00,0
616,31,1,0,0,0,2024-11-20 22:07:48+00:00,0
48,91,1,0,0,0,2024-11-20 22:07:43+00:00,0
446,335,1,0,0,0,2024-11-20 22:07:39+00:00,0
1162,438,1,0,0,0,2024-11-20 22:07:37+00:00,0
115,102,0,0,0,0,2024-11-20 22:07:36+00:00,0
1868,0,0,0,0,0,2024-11-20 22:06:39.006000+00:00,1
297,266,0,9,0,0,2024-11-20 22:07:33+00:00,0
3386,235,1,0,0,1,2024-11-20 21:38:18+00:00,0
381,146,1,1,0,0,2024-11-20 22:07:40+00:00,0
57,210,0,4,0,1,2024-11-20 22:07:40+00:00,0
901,46,0,7,0,0,2024-11-20 22:07:35+00:00,1
192,25,1,0,0,0,2024-11-20 22:07:35+00:00,0
0,29,1,0,0,0,2024-11-20 22:07:06+00:00,0
1278,22,0,3,0,0,2024-11-20 22:07:33+00:00,1
765,168,0,0,0,0,2024-11-20 22:13:00+00:00,0
398864,296,1,0,0,0,2024-11-20 21:52:36+00:00,0
89,116,0,0,0,0,2024-11-20 22:13:14.492000+00:00,0
3009,410,0,10,0,0,2024-11-20 22:13:13+00:00,0
1887,318,1,0,0,0,2024-11-20 22:13:12+00:00,0
5183,310,1,0,0,0,2024-11-20 22:13:09+00:00,0
258,237,1,3,0,0,2024-11-20 22:13:02+00:00,0
1062,52,1,0,0,0,2024-11-20 22:13:00+00:00,0
28,240,0,6,0,1,2024-11-20 22:13:02+00:00,0
41404,244,1,0,0,0,2024-11-20 11:00:50+00:00,0
1796,35,1,0,0,0,2024-11-20 22:13:01+00:00,0
603,71,1,0,0,0,2024-11-20 19:44:49+00:00,0
329,228,0,0,0,0,2024-11-20 22:12:56+00:00,0
2798,285,4,0,0,0,2024-11-20 22:12:57+00:00,0
278,60,0,1,0,0,2024-11-20 22:12:57+00:00,0
1280,189,1,0,0,0,2024-11-20 22:12:53+00:00,0
446,219,1,0,0,0,2024-11-20 22:12:56+00:00,0
290,27,1,0,0,0,2024-11-20 22:12:46+00:00,0
1988,237,21,0,0,0,2024-11-20 22:12:47+00:00,0
51,21,1,0,0,0,2024-11-20 22:12:33+00:00,0
176,307,0,1,0,0,2024-11-20 22:12:47+00:00,0
153,136,0,0,0,0,2024-11-20 22:12:45+00:00,0
2,137,1,0,0,0,2024-11-20 22:12:47+00:00,0
718,128,1,0,0,0,2024-11-20 22:12:43+00:00,0
716,125,2,0,0,0,2024-11-20 22:12:40+00:00,0
152,27,0,0,0,0,2024-11-20 22:12:43+00:00,0
409,64,0,0,0,0,2024-11-20 22:12:38+00:00,0
1178,160,0,1,0,0,2024-11-20 22:12:40+00:00,0
495,13,1,0,0,0,2024-11-20 22:12:40+00:00,0
169,322,0,0,0,0,2024-11-20 22:12:39+00:00,0
284,376,3,0,0,0,2024-11-20 22:12:39+00:00,0
164,297,1,0,0,0,2024-11-20 22:12:37+00:00,0
1550,112,1,0,0,0,2024-11-20 22:12:36+00:00,0
1314,36,0,0,0,0,2024-11-20 22:12:35+00:00,0
361,162,0,0,0,0,2024-11-20 22:12:35+00:00,1
136,0,0,0,0,0,2024-11-20 22:12:33+00:00,1
398864,274,1,0,0,0,2024-11-20 21:46:54+00:00,0
3017,224,1,3,0,0,2024-11-20 22:12:30+00:00,0
10654,0,0,0,0,0,2024-11-20 22:12:28+00:00,1
378,61,0,0,0,0,2024-11-20 22:12:24+00:00,0
1988,70,4,0,0,0,2024-11-20 22:18:14+00:00,0
60,41,2,0,0,0,2024-11-20 22:18:07+00:00,1
55,73,0,2,0,0,2024-11-20 22:18:12+00:00,1
698,193,4,0,0,0,2024-11-20 22:18:08+00:00,0
