Users_Followers,Post_Length,Number of Mentions (@),Number of Hashtags (#),# of Favorites,# of Boosts,Post Time,Post has Media
127,379,0,0,0,0,2024-11-21 05:12:46+00:00,0
292,121,1,0,0,0,2024-11-21 05:12:46+00:00,0
4,318,0,4,0,1,2024-11-21 05:12:42+00:00,1
90,334,0,8,0,1,2024-11-21 05:12:41+00:00,0
3920,10,1,0,0,0,2024-11-21 05:12:39+00:00,0
964,132,1,0,0,0,2024-11-21 05:12:33+00:00,0
2506,45,0,0,0,0,2024-11-21 05:18:56+00:00,0
538,260,0,0,0,0,2024-11-21 05:18:54+00:00,0
31,201,1,0,0,0,2024-11-21 05:18:52+00:00,0
1531,31,1,0,0,0,2024-11-21 05:18:53+00:00,0
369,71,0,0,0,0,2024-11-21 05:18:52+00:00,0
114,13,0,1,0,0,2024-11-21 05:18:51+00:00,1
2,492,1,0,0,0,2024-11-21 05:18:45+00:00,0
510,371,0,4,0,0,2024-11-21 05:13:00+00:00,0
19,435,0,3,0,1,2024-11-21 05:18:41+00:00,1
831,280,1,0,0,0,2024-11-21 05:18:36.689000+00:00,0
819,0,0,0,0,0,2024-11-21 05:18:36+00:00,1
29201,395,0,0,0,0,2024-11-21 05:18:36+00:00,1
74,130,0,0,0,0,2024-11-21 05:18:36+00:00,0
353,226,1,0,0,0,2024-11-21 05:18:36+00:00,0
0,407,0,20,0,1,2024-11-21 05:18:36+00:00,0
331,248,0,0,0,0,2024-11-21 05:18:34+00:00,1
490,86,0,1,0,0,2024-11-21 05:18:34+00:00,0
1937,116,1,0,0,0,2024-11-21 05:18:32+00:00,0
19,407,0,3,0,1,2024-11-21 05:18:33+00:00,1
1531,40,2,0,0,0,2024-11-21 05:18:32+00:00,0
3460,440,0,0,0,0,2024-11-21 05:18:29+00:00,0
172,530,0,0,0,0,2024-11-21 05:18:28+00:00,0
19,416,0,3,0,1,2024-11-21 05:18:24+00:00,1
253,149,0,2,0,1,2024-11-21 05:18:23+00:00,0
1448,12,0,0,0,0,2024-11-21 05:18:22+00:00,1
2637,117,1,0,0,0,2024-11-21 05:18:18+00:00,0
5454,109,0,0,0,0,2024-11-21 05:18:07+00:00,0
167,415,0,3,0,1,2024-11-21 05:18:19+00:00,0
1092,165,0,0,0,0,2024-11-21 05:18:16+00:00,0
88,133,2,0,0,0,2024-11-21 05:18:15+00:00,0
2550,117,1,0,0,0,2024-11-21 05:18:14+00:00,0
556,17,0,0,0,0,2024-11-21 05:18:11+00:00,0
55,84,0,2,0,0,2024-11-21 05:18:09+00:00,1
20,188,0,1,0,1,2024-11-21 05:18:09+00:00,1
517,353,0,1,0,0,2024-11-21 05:18:06+00:00,1
136,85,0,2,0,0,2024-11-21 05:18:07+00:00,0
1431,111,1,0,0,0,2024-11-21 05:17:55+00:00,0
114,52,2,0,0,0,2024-11-21 05:17:56+00:00,0
288,20,1,0,0,0,2024-11-21 05:17:58+00:00,0
710,75,1,0,0,0,2024-11-21 05:17:57+00:00,0
3495,32,1,0,0,0,2024-11-21 05:24:28+00:00,1
2271,58,1,0,0,0,2024-11-21 05:24:23+00:00,0
2550,118,1,0,0,0,2024-11-21 05:24:31+00:00,0
62,436,0,4,0,1,2024-11-21 05:24:29+00:00,1
345,81,1,0,0,0,2024-11-21 05:24:26+00:00,0
1623,485,0,3,0,2,2024-11-21 05:24:20+00:00,0
451,212,1,0,0,0,2024-11-21 05:24:19+00:00,0
62,364,0,4,0,1,2024-11-21 05:24:21+00:00,1
461,68,1,0,0,0,2024-11-21 05:24:17+00:00,0
168,75,1,0,0,0,2024-11-21 05:24:14+00:00,0
298,40,2,0,0,0,2024-11-21 05:24:12+00:00,0
3910,393,0,0,0,0,2024-11-21 05:24:03+00:00,0
62,379,0,2,0,1,2024-11-21 05:24:12+00:00,1
140,500,0,0,0,0,2024-11-21 05:24:07+00:00,0
182,528,0,0,0,0,2024-11-21 05:24:09+00:00,0
112,85,0,0,0,0,2024-11-21 05:24:09+00:00,0
739,262,0,0,0,0,2024-11-21 05:24:06+00:00,0
88,177,1,0,0,0,2024-11-21 05:24:02+00:00,0
25,190,0,2,0,1,2024-11-21 05:24:02+00:00,1
181,155,0,0,0,0,2024-11-21 05:24:02+00:00,0
1426,189,0,0,0,0,2024-11-21 05:23:41+00:00,1
364,333,1,0,0,0,2024-11-21 05:23:58+00:00,0
136,135,0,1,0,0,2024-11-21 05:23:57+00:00,0
4391,249,0,1,0,0,2024-11-21 05:23:08+00:00,1
496,43,1,0,0,0,2024-11-21 05:23:55+00:00,0
264,78,1,0,0,0,2024-11-21 05:23:42+00:00,1
404,68,1,0,0,0,2024-11-21 05:23:44+00:00,0
316,126,1,0,0,0,2024-11-21 05:23:34+00:00,0
369,36,1,0,0,0,2024-11-21 05:23:35+00:00,1
1214,43,1,0,0,0,2024-11-21 05:23:34+00:00,0
2,49,1,0,0,0,2024-11-21 05:23:30+00:00,0
112,87,0,0,0,0,2024-11-21 05:23:31+00:00,0
363,331,1,0,0,0,2024-11-18 13:46:01+00:00,0
739,158,0,0,0,0,2024-11-21 05:23:25+00:00,0
1384,160,0,0,0,0,2024-11-21 05:23:23+00:00,0
14,446,0,4,0,1,2024-11-21 05:23:24+00:00,1
1066,101,1,0,0,0,2024-11-21 05:23:20+00:00,0
624,372,0,3,0,0,2024-11-21 05:23:18+00:00,0
27,28,1,0,0,0,2024-11-21 05:22:44+00:00,0
304,38,0,0,0,0,2024-11-21 05:23:15+00:00,0
366,64,0,0,0,0,2024-11-21 05:29:31+00:00,0
1648,78,0,1,0,0,2024-11-21 05:29:29+00:00,0
81,115,1,0,0,0,2024-11-21 05:29:31.066000+00:00,0
644,173,0,0,0,0,2024-11-21 05:29:16+00:00,1
38,462,0,4,0,1,2024-11-21 05:29:30+00:00,1
2680,98,0,0,0,0,2024-11-21 05:29:27+00:00,0
123,165,1,0,0,0,2024-11-21 05:29:14+00:00,0
4523,61,0,0,0,0,2024-11-21 05:29:22+00:00,0
5,204,1,0,0,0,2024-11-21 05:29:23+00:00,0
19,365,0,3,0,1,2024-11-21 05:29:20+00:00,1
398,56,1,0,0,0,2024-11-21 05:29:18+00:00,0
2079,368,0,4,0,0,2024-11-21 05:29:18+00:00,0
247,370,0,14,0,1,2024-11-21 05:29:17+00:00,0
3920,276,0,2,0,0,2024-11-21 05:29:15+00:00,0
837,184,0,1,0,0,2024-11-21 05:29:15+00:00,0
4,66,0,0,0,0,2024-11-21 05:29:13+00:00,0
4,307,0,0,0,0,2024-11-21 05:29:13+00:00,0
4,74,0,0,0,0,2024-11-21 05:29:13+00:00,0
4,80,0,0,0,0,2024-11-21 05:29:13+00:00,0
1225,241,0,3,0,1,2024-11-21 05:29:14+00:00,0
19,354,0,3,0,1,2024-11-21 05:29:13+00:00,1
126,61,0,0,0,0,2024-11-21 05:29:09+00:00,1
40,31,1,0,0,0,2024-11-21 05:29:08+00:00,1
810,269,0,28,0,0,2024-11-21 05:29:03.287000+00:00,1
580,80,0,0,0,0,2024-11-21 05:29:05.983000+00:00,0
124,136,1,0,0,0,2024-11-21 05:29:08+00:00,0
55,211,0,2,0,0,2024-11-21 05:29:06+00:00,1
890,280,0,0,0,0,2024-11-21 05:29:04.713000+00:00,0
19,486,0,3,0,1,2024-11-21 05:29:05+00:00,1
1319,263,3,0,0,0,2024-11-21 05:29:03+00:00,0
159,415,0,3,0,1,2024-11-21 05:29:04+00:00,1
173,38,1,0,0,0,2024-11-21 05:29:02+00:00,0
497,233,0,0,0,0,2024-11-21 05:28:59+00:00,0
36,100,0,0,0,0,2024-11-21 05:28:56+00:00,0
254,311,0,4,0,1,2024-11-21 05:28:51+00:00,1
453,72,0,0,0,0,2024-11-21 05:28:49.295000+00:00,0
254,352,0,3,0,1,2024-11-21 05:28:41+00:00,1
758,30,1,0,0,0,2024-11-21 05:28:33+00:00,0
510,300,0,8,0,0,2024-11-21 05:15:00+00:00,0
830,36,0,0,0,0,2024-11-21 05:28:35+00:00,0
643,13,1,0,0,0,2024-11-21 05:34:46+00:00,0
364,489,1,0,0,0,2024-11-21 05:34:46+00:00,0
1658,24,1,0,0,0,2024-11-21 05:34:28+00:00,0
638,158,0,0,0,0,2024-11-21 05:34:41+00:00,0
580,53,0,0,0,0,2024-11-21 05:34:24.874000+00:00,1
398,33,1,0,0,0,2024-11-21 05:34:36+00:00,0
1272,0,0,0,0,0,2024-11-21 05:34:31.098000+00:00,1
2358,19,1,0,0,0,2024-11-21 05:34:32+00:00,0
490,14,1,0,0,0,2024-11-21 05:34:31+00:00,0
755,62,0,0,0,0,2024-11-21 05:34:23+00:00,1
4,478,0,4,0,1,2024-11-21 05:34:26+00:00,1
318,375,0,1,0,1,2024-11-21 05:34:25+00:00,1
388,235,0,5,0,1,2024-11-21 05:34:20+00:00,0
149508,264,1,0,0,0,2024-11-21 05:34:13+00:00,0
636,246,1,1,0,0,2024-11-21 05:34:18+00:00,0
4,497,0,4,0,1,2024-11-21 05:34:17+00:00,1
66,47,1,0,0,0,2024-11-21 05:34:14+00:00,0
1531,49,1,0,0,0,2024-11-21 05:34:13+00:00,0
10764,58,1,0,0,0,2024-11-21 05:34:12+00:00,0
4,357,0,3,0,1,2024-11-21 05:34:10+00:00,1
340,16,0,0,0,0,2024-11-21 05:34:05+00:00,1
42,227,0,14,0,1,2024-11-21 05:34:08+00:00,0
377,170,1,0,0,0,2024-11-21 05:34:07+00:00,0
151,119,1,0,0,0,2024-11-21 05:34:01+00:00,0
3472,74,1,0,0,0,2024-11-21 05:33:55+00:00,0
0,36,1,0,0,1,2024-11-21 05:34:00.453000+00:00,0
461,25,1,0,0,0,2024-11-21 05:33:55+00:00,0
149508,307,1,0,0,0,2024-11-21 05:33:49+00:00,0
398,31,1,0,0,0,2024-11-21 05:33:52+00:00,0
395,218,0,0,0,0,2024-11-21 05:33:49+00:00,0
183,76,1,0,0,0,2024-11-21 05:33:48+00:00,0
734,34,1,0,0,0,2024-11-21 05:33:47+00:00,0
81,202,0,0,0,0,2024-11-21 05:33:44.158000+00:00,1
120,118,0,1,0,0,2024-11-21 05:33:50+00:00,0
13940,236,0,0,0,0,2024-11-21 05:33:38+00:00,0
144,52,0,0,0,0,2024-11-21 05:33:42+00:00,1
68,35,1,0,0,0,2024-11-21 05:33:42+00:00,0
3135,36,0,0,0,0,2024-11-21 05:33:38+00:00,1
198,143,0,1,0,0,2024-11-21 05:33:40+00:00,0
3955,125,0,0,0,0,2024-11-21 05:33:37+00:00,0
990,155,0,4,0,0,2024-11-21 05:39:45+00:00,1
171,343,1,0,0,0,2024-11-21 05:39:44+00:00,0
778,132,1,0,0,0,2024-11-21 05:39:42+00:00,0
747,16,0,0,0,0,2024-11-21 05:39:39.921000+00:00,0
75,96,0,1,0,0,2024-11-21 05:39:38+00:00,0
490,128,1,0,0,0,2024-11-21 05:39:33+00:00,0
147,146,0,0,0,0,2024-11-21 05:39:34+00:00,0
1077,496,1,0,0,0,2024-11-21 05:39:30+00:00,0
85,488,1,0,0,0,2024-11-21 05:37:54+00:00,0
572,22,1,0,0,0,2024-11-21 05:39:26+00:00,1
1398,157,4,1,0,0,2024-11-21 05:39:22+00:00,0
165,25,1,0,0,0,2024-11-21 05:39:17+00:00,0
62,200,0,4,0,1,2024-11-21 05:39:16+00:00,1
12,202,0,10,0,1,2024-11-21 05:39:15+00:00,1
528,59,0,0,0,0,2024-11-21 05:39:12+00:00,0
105,113,1,1,0,0,2024-11-21 05:39:10+00:00,0
66,37,1,0,0,0,2024-11-21 05:39:03+00:00,0
15,486,0,4,0,1,2024-11-21 05:39:10+00:00,0
62,266,0,2,0,1,2024-11-21 05:39:09+00:00,1
5441,108,0,0,0,1,2024-11-21 05:39:03+00:00,0
885,309,1,0,0,0,2024-11-21 05:38:57+00:00,0
181,187,1,1,0,0,2024-11-21 05:38:56+00:00,0
60,66,1,0,0,0,2024-11-21 05:38:52+00:00,0
98,13,1,0,0,0,2024-11-21 05:38:49+00:00,0
533,122,0,0,0,0,2024-11-21 05:38:42+00:00,1
14,497,0,4,0,1,2024-11-21 05:38:47+00:00,1
3920,218,1,0,0,0,2024-11-21 05:38:40+00:00,0
722,124,0,0,0,0,2024-11-21 05:38:40+00:00,0
624,182,1,0,0,0,2024-11-21 05:38:39+00:00,0
2550,240,2,0,0,0,2024-11-21 05:38:39+00:00,0
14,497,0,4,0,1,2024-11-21 05:38:39+00:00,1
20,258,1,0,0,0,2024-11-21 05:38:37+00:00,0
14,354,0,3,0,1,2024-11-21 05:38:30+00:00,1
330,98,1,0,0,0,2024-11-21 05:38:25+00:00,0
297,25,1,0,0,0,2024-11-21 05:38:27+00:00,0
149508,207,1,0,0,0,2024-11-21 05:38:19+00:00,0
847,67,0,0,0,0,2024-11-21 05:38:00+00:00,1
226,345,0,0,0,0,2024-11-21 05:38:20+00:00,1
267,35,0,0,0,0,2024-11-21 05:38:19.169000+00:00,0
837,183,0,1,0,0,2024-11-21 05:38:17+00:00,0
2669,606,1,11,0,0,2024-11-21 05:44:47+00:00,1
3495,0,0,0,0,0,2024-11-21 05:44:42+00:00,1
130,342,0,0,0,0,2024-11-21 05:44:44+00:00,0
1162,80,0,0,0,0,2024-11-21 05:44:42+00:00,0
254,361,0,4,0,1,2024-11-21 05:44:43+00:00,1
6417,261,1,3,0,0,2024-11-21 05:44:40+00:00,0
2271,25,1,0,0,0,2024-11-21 05:44:33+00:00,0
1,108,1,0,0,0,2024-11-21 05:44:40+00:00,0
2215,102,0,0,0,0,2024-11-21 05:44:37+00:00,0
107,21,1,0,0,0,2024-11-21 05:44:36+00:00,0
528,29,1,0,0,0,2024-11-21 05:44:35+00:00,0
254,434,0,4,0,1,2024-11-21 05:44:34+00:00,1
67,25,1,0,0,0,2024-11-21 05:44:31+00:00,0
34,52,1,0,0,0,2024-11-21 05:44:31+00:00,0
1702,110,1,2,0,0,2024-11-21 05:44:30+00:00,0
2775,51,1,0,0,0,2024-11-21 05:44:29+00:00,0
595,16,1,0,0,0,2024-11-21 05:44:28+00:00,0
2007,55,1,0,0,0,2024-11-21 05:44:15+00:00,0
422,47,0,2,0,1,2024-11-21 05:44:23+00:00,1
24,176,1,0,0,0,2024-11-21 05:44:22+00:00,1
40,75,1,0,0,0,2024-11-21 05:44:18+00:00,0
474,266,0,4,0,2,2024-11-21 05:44:20+00:00,1
1,188,0,0,0,0,2024-11-21 05:44:14.251000+00:00,0
405,17,1,0,0,0,2024-11-21 05:44:06+00:00,0
1131,53,0,2,0,0,2024-11-21 05:44:05+00:00,1
398,28,1,0,0,0,2024-11-21 05:44:05+00:00,0
93,157,1,0,0,0,2024-11-21 05:43:45+00:00,0
1293,279,0,0,0,0,2024-11-21 05:44:04+00:00,1
165,126,1,0,0,0,2024-11-21 05:44:02+00:00,0
908,584,0,0,0,0,2024-11-21 05:43:58+00:00,0
60,78,1,0,0,0,2024-11-21 05:43:55+00:00,0
273,235,0,0,0,0,2024-11-21 05:43:55.808000+00:00,0
10764,236,0,9,0,0,2024-11-21 05:43:48+00:00,1
1099,401,0,0,0,0,2024-11-21 05:43:50+00:00,0
306,240,0,0,0,0,2024-11-21 05:43:50+00:00,1
830,243,1,0,0,0,2024-11-21 05:43:49+00:00,0
0,133,1,0,0,0,2024-11-21 05:43:44+00:00,0
378,93,0,0,0,1,2024-11-21 05:43:46+00:00,0
107,73,2,0,0,0,2024-11-21 05:43:44+00:00,0
5,52,1,0,0,0,2024-11-21 05:43:42+00:00,0
994,0,0,0,0,0,2024-11-21 05:49:48+00:00,1
233,6,0,0,0,0,2024-11-21 05:49:45.825000+00:00,0
513,814,0,0,0,0,2024-11-21 05:49:46+00:00,0
1085,37,0,0,0,0,2024-11-21 05:49:45+00:00,1
490,26,1,0,0,0,2024-11-21 05:49:43+00:00,0
710,100,0,0,0,0,2024-11-21 05:49:38+00:00,0
643,50,1,0,0,0,2024-11-21 05:49:31+00:00,0
1272,57,1,0,0,0,2024-11-21 05:49:35.960000+00:00,0
46,455,2,0,0,0,2024-11-21 05:49:34+00:00,0
55,24,1,0,0,0,2024-11-21 05:49:30+00:00,0
321,11,0,0,0,0,2024-11-21 05:49:18+00:00,1
334,183,0,1,0,0,2024-11-21 05:49:23+00:00,0
158,41,0,1,0,0,2024-11-21 05:49:18+00:00,0
249,177,1,0,0,0,2024-11-21 05:49:18+00:00,0
90,366,0,4,0,0,2024-11-21 05:49:17+00:00,1
25,93,2,0,0,0,2024-11-21 05:49:03+00:00,0
490,20,1,0,0,0,2024-11-21 05:49:07+00:00,0
201,169,1,1,0,0,2024-11-21 05:49:05+00:00,0
55,82,0,3,0,0,2024-11-21 05:49:05+00:00,1
119,64,0,3,0,2,2024-11-21 05:49:04+00:00,1
41,58,1,0,0,0,2024-11-21 05:49:02+00:00,0
77,454,0,4,0,1,2024-11-21 05:49:01+00:00,0
1798,348,0,2,0,0,2024-11-21 05:49:00+00:00,1
53,35,1,0,0,0,2024-11-21 05:49:00+00:00,0
13940,83,1,0,0,0,2024-11-21 05:48:50+00:00,0
823,77,0,1,0,0,2024-11-21 05:48:50+00:00,0
643,12,1,0,0,0,2024-11-21 05:48:49+00:00,0
141,61,0,0,0,0,2024-11-21 05:48:49+00:00,0
2796,494,0,0,0,0,2024-11-21 05:48:47+00:00,0
369,16,1,0,0,0,2024-11-21 05:48:46+00:00,0
210,471,1,0,0,0,2024-11-21 05:48:45+00:00,0
206,190,0,0,0,1,2024-11-21 05:48:46+00:00,0
58317,333,0,19,0,0,2024-11-21 05:48:42+00:00,0
23796,169,0,0,0,2,2024-11-21 05:48:44+00:00,1
404,33,0,1,0,0,2024-11-21 05:48:42+00:00,1
391,50,2,0,0,0,2024-11-21 05:48:41+00:00,0
10764,35,1,0,0,0,2024-11-21 05:48:35+00:00,0
0,106,0,1,0,1,2024-11-21 05:48:37.761000+00:00,0
172,83,0,0,0,0,2024-11-21 05:48:36+00:00,0
719,288,0,7,0,1,2024-11-21 05:48:35+00:00,0
7,68,1,2,0,0,2024-11-21 05:54:49+00:00,0
429,49,1,0,0,0,2024-11-21 05:54:47+00:00,0
141,90,1,0,0,0,2024-11-21 05:54:40+00:00,0
10764,325,0,12,0,1,2024-11-21 05:54:40+00:00,1
343,46,1,0,0,0,2024-11-21 05:54:38+00:00,0
101,87,1,0,0,0,2024-11-21 05:54:37+00:00,0
2585,102,1,0,0,0,2024-11-21 05:54:34+00:00,0
1736,79,0,0,0,0,2024-11-21 05:54:32+00:00,0
2796,499,0,0,0,0,2024-11-21 05:54:34+00:00,0
424,87,1,0,0,0,2024-11-21 05:54:28+00:00,0
373,111,0,0,0,0,2024-11-21 05:54:25+00:00,0
1272,43,1,0,0,0,2024-11-21 05:54:22.930000+00:00,0
156,386,0,4,0,1,2024-11-21 05:54:20+00:00,0
3495,186,0,0,0,0,2024-11-21 05:54:16+00:00,0
837,191,0,1,0,0,2024-11-21 05:54:14+00:00,0
366,26,0,0,0,0,2024-11-21 05:54:15+00:00,0
273,40,0,0,0,0,2024-11-21 05:54:07.667000+00:00,0
55,157,0,3,0,0,2024-11-21 05:54:06+00:00,1
96,403,0,25,0,2,2024-11-21 05:54:06+00:00,1
958,517,0,2,0,1,2024-11-21 05:54:04+00:00,0
3469,154,0,0,0,0,2024-11-21 05:54:04+00:00,0
43,339,1,0,0,0,2024-11-21 05:54:03+00:00,0
53,188,0,0,0,0,2024-11-21 05:53:59+00:00,0
1403,285,0,1,0,0,2024-11-21 05:53:57+00:00,0
105,142,0,1,0,0,2024-11-21 05:53:55+00:00,1
279,199,0,3,0,1,2024-11-21 05:53:54+00:00,0
400,84,1,2,0,0,2024-11-21 05:53:54.093000+00:00,0
279,327,0,3,0,1,2024-11-21 05:53:54+00:00,0
454,89,3,0,0,0,2024-11-21 05:53:54+00:00,0
429,24,1,0,0,0,2024-11-21 05:53:51+00:00,0
542,19,0,0,0,0,2024-11-21 05:53:49+00:00,0
124,19,1,0,0,0,2024-11-21 05:53:45+00:00,0
2007,97,1,0,0,0,2024-11-21 05:53:41+00:00,0
912,495,0,2,0,0,2024-11-21 05:53:38+00:00,0
513,38,0,0,0,0,2024-11-21 05:53:30+00:00,0
6038,17,1,0,0,0,2024-11-21 05:53:28+00:00,0
590,152,0,0,0,0,2024-11-21 05:53:29+00:00,0
601,83,1,0,0,0,2024-11-21 05:53:27+00:00,0
75,248,1,0,0,0,2024-11-21 05:53:26+00:00,0
1623,357,0,4,0,2,2024-11-21 05:53:20+00:00,0
275,68,2,0,0,0,2024-11-21 05:59:46+00:00,0
1736,210,0,1,0,0,2024-11-21 05:59:35+00:00,0
648,119,1,0,0,0,2024-11-21 05:59:35+00:00,0
304,67,0,0,0,0,2024-11-21 05:59:30+00:00,0
273,415,1,0,0,0,2024-11-21 05:59:26+00:00,0
2170,56,0,0,0,0,2024-11-21 05:59:26+00:00,0
369,44,1,0,0,0,2024-11-21 05:59:24+00:00,0
232,83,1,0,0,0,2024-11-21 05:59:24+00:00,0
668,50,1,0,0,0,2024-11-21 05:59:21+00:00,0
3755,262,1,0,0,1,2024-11-21 03:21:18+00:00,0
22,491,0,4,0,1,2024-11-21 05:59:23+00:00,1
71,218,0,0,0,0,2024-11-21 05:59:22+00:00,0
1684,111,0,0,0,0,2024-11-21 05:59:16+00:00,0
3755,308,1,0,0,1,2024-11-21 02:55:09+00:00,0
1503,85,0,0,0,0,2024-11-21 05:58:56+00:00,0
981,490,0,0,0,0,2024-11-21 05:59:04+00:00,0
22,363,0,4,0,1,2024-11-21 05:59:13+00:00,1
691,77,0,0,0,0,2024-11-21 05:59:11+00:00,0
10,53,1,0,0,0,2024-11-21 05:59:09+00:00,0
362,209,0,1,0,0,2024-11-21 05:58:43+00:00,0
298,118,0,0,0,0,2024-11-21 05:59:07.807000+00:00,0
2079,382,0,2,0,0,2024-11-21 05:59:08+00:00,0
2980,50,1,0,0,0,2024-11-21 05:59:07+00:00,0
32,167,1,0,0,0,2024-11-21 05:59:05+00:00,0
3516,122,0,5,0,0,2024-11-21 05:59:05+00:00,1
55,180,0,2,0,0,2024-11-21 05:59:05+00:00,1
29201,246,0,0,0,0,2024-11-21 05:59:05+00:00,1
20,309,0,2,0,1,2024-11-21 05:59:06+00:00,0
1793,21,2,0,0,0,2024-11-21 05:58:58+00:00,0
1293,299,0,0,0,0,2024-11-21 05:59:05+00:00,1
147,346,1,0,0,0,2024-11-21 05:59:02+00:00,0
20,305,0,2,0,1,2024-11-21 05:59:03+00:00,0
104,304,2,0,0,0,2024-11-21 05:59:01+00:00,0
468,18,1,0,0,0,2024-11-21 05:58:53+00:00,0
446,235,1,0,0,0,2024-11-21 05:58:58+00:00,0
161,11,1,0,0,0,2024-11-21 05:58:56+00:00,0
1103,531,1,0,0,0,2024-11-21 05:58:53+00:00,0
3166,149,0,0,0,0,2024-11-21 05:58:54+00:00,0
207,24,0,0,0,0,2024-11-21 05:58:46+00:00,0
33,468,2,0,0,0,2024-11-21 05:58:46+00:00,0
321,57,0,0,0,0,2024-11-21 06:04:49+00:00,0
184,445,0,5,0,0,2024-11-21 05:55:49+00:00,0
510,350,0,5,0,0,2024-11-21 05:48:00+00:00,0
6,266,1,0,0,0,2024-11-21 06:04:48+00:00,0
395,37,1,0,0,0,2024-11-21 06:04:45+00:00,0
286,95,0,0,0,0,2024-11-21 06:04:45+00:00,0
1214,85,3,0,0,0,2024-11-21 06:04:45+00:00,0
214,126,1,0,0,0,2024-11-21 06:03:06+00:00,0
985,398,0,1,0,0,2024-11-21 06:04:43+00:00,0
1775,636,0,21,0,0,2024-11-21 06:04:42+00:00,0
1398,345,0,1,0,0,2024-11-21 06:04:33+00:00,0
2073,73,1,0,0,0,2024-11-21 06:04:32+00:00,0
623,249,0,5,0,2,2024-11-21 06:04:33.167000+00:00,0
10772,156,0,9,0,1,2024-11-21 06:04:29+00:00,1
225,266,0,0,0,0,2024-11-21 06:04:20+00:00,0
19,389,0,3,0,1,2024-11-21 06:04:20+00:00,1
453,95,0,0,0,0,2024-11-21 06:04:12.142000+00:00,0
167,81,1,0,0,0,2024-11-21 06:04:17+00:00,0
68130,256,0,0,0,0,2024-11-21 06:04:13+00:00,0
1465,88,0,4,0,0,2024-11-21 06:04:13+00:00,1
19,497,0,4,0,1,2024-11-21 06:04:13+00:00,1
99,247,1,0,0,0,2024-11-21 06:04:12+00:00,0
363,292,1,0,0,0,2024-11-18 11:39:03+00:00,0
1159,321,0,10,0,0,2024-11-21 06:04:05+00:00,0
2552,349,0,0,0,1,2024-11-21 06:04:05+00:00,1
7156,296,0,0,0,0,2024-11-21 06:04:04+00:00,0
19,399,0,3,0,1,2024-11-21 06:04:05+00:00,1
361,97,1,0,0,0,2024-11-21 06:04:03+00:00,0
432,211,1,0,0,0,2024-11-21 06:04:02+00:00,0
2,68,1,0,0,0,2024-11-21 06:03:40+00:00,0
2269,25,1,0,0,0,2024-11-21 06:03:59+00:00,0
1103,355,2,0,0,1,2024-11-21 06:03:54+00:00,0
259,166,0,0,0,0,2024-11-21 06:03:57.656000+00:00,0
734,81,1,0,0,0,2024-11-21 06:03:54+00:00,0
572,20,0,0,0,0,2024-11-21 06:03:52+00:00,1
235,97,0,0,0,0,2024-11-21 06:03:53+00:00,0
184,170,1,0,0,0,2024-11-21 06:03:47+00:00,0
275,122,2,0,0,0,2024-11-21 06:03:47+00:00,0
642,23,1,0,0,0,2024-11-21 06:03:38+00:00,0
160,33,0,1,0,0,2024-11-21 06:03:43+00:00,0
2263,210,0,0,0,0,2024-11-21 06:09:43+00:00,0
320,57,0,0,0,0,2024-11-21 06:09:49+00:00,1
648,48,0,0,0,0,2024-11-21 06:09:47+00:00,0
873,25,1,0,0,0,2024-11-21 06:09:46+00:00,0
129,78,1,0,0,0,2024-11-21 06:09:46+00:00,0
13,399,0,4,0,1,2024-11-21 06:09:44+00:00,1
447,42,1,0,0,0,2024-11-21 06:09:40+00:00,0
1159,324,0,10,0,0,2024-11-21 06:09:37+00:00,0
183,211,0,6,0,1,2024-11-21 06:09:39+00:00,0
254,369,0,4,0,1,2024-11-21 06:09:35+00:00,1
447,36,1,0,0,0,2024-11-21 06:09:26+00:00,0
59,43,2,1,0,0,2024-11-21 06:09:24+00:00,1
254,445,0,4,0,1,2024-11-21 06:09:26+00:00,1
1623,377,0,4,0,2,2024-11-21 06:09:21+00:00,0
1724,514,0,0,0,0,2024-11-21 06:09:23+00:00,0
13,165,0,0,0,0,2024-11-21 06:09:22+00:00,0
1263,94,2,0,0,0,2024-11-21 06:09:21+00:00,0
501,75,1,0,0,0,2024-11-21 06:09:19+00:00,0
2358,111,0,4,0,0,2024-11-21 06:09:16+00:00,0
150,563,1,1,0,1,2024-11-21 06:09:13+00:00,0
124,176,0,2,0,0,2024-11-21 06:09:09+00:00,0
1804,151,1,1,0,0,2024-11-21 06:09:03+00:00,0
20,322,0,2,0,1,2024-11-21 06:09:03+00:00,0
232,27,1,1,0,0,2024-11-21 06:08:59+00:00,0
201,29,1,0,0,0,2024-11-21 06:08:56+00:00,0
873,71,1,0,0,0,2024-11-21 06:08:57+00:00,0
485,350,0,0,0,0,2024-11-21 06:08:57+00:00,0
1531,27,0,1,0,0,2024-11-21 06:08:57+00:00,1
206,27,1,0,0,0,2024-11-21 06:08:55+00:00,0
279,291,0,3,0,1,2024-11-21 06:08:55+00:00,0
1899,30,2,0,0,0,2024-11-21 06:08:54+00:00,0
249,29,2,0,0,0,2024-11-21 06:08:48+00:00,0
193,55,0,0,0,0,2024-11-21 06:08:45.174000+00:00,0
342,145,0,1,0,0,2024-11-21 06:08:47+00:00,0
77,39,1,0,0,0,2024-11-21 06:08:46+00:00,0
362,38,1,0,0,0,2024-11-21 06:08:44+00:00,0
152,19,1,0,0,0,2024-11-21 06:08:40+00:00,0
